Participant,Item,Preview,Predictability,Condition,FFD,GD
y64nch,63,I,L,IL,214,214
y64nch,64,I,L,IL,NA,NA
y64nch,67,I,L,IL,NA,NA
y64nch,69,I,L,IL,NA,NA
y64nch,70,I,L,IL,NA,NA
y64nch,73,I,L,IL,332,332
y64nch,74,I,L,IL,NA,NA
y64nch,75,I,L,IL,NA,NA
y64nch,76,I,L,IL,NA,NA
y64nch,77,I,L,IL,NA,NA
y64nch,78,I,L,IL,NA,NA
y64nch,79,I,L,IL,341,341
y64nch,80,I,L,IL,239,239
y7,6,I,L,IL,NA,NA
y7,7,I,L,IL,310,310
y7,8,I,L,IL,248,494
y7,9,I,L,IL,595,854
y7,10,I,L,IL,233,233
y7,11,I,L,IL,NA,NA
y7,12,I,L,IL,272,272
y7,13,I,L,IL,191,191
y7,14,I,L,IL,NA,NA
y7,16,I,L,IL,240,240
y7,17,I,L,IL,NA,NA
y7,18,I,L,IL,169,506
y7,19,I,L,IL,NA,NA
y7,22,V,L,VL,167,337
y7,23,V,L,VL,211,211
y7,24,V,L,VL,278,278
y7,25,V,L,VL,NA,NA
y7,26,V,L,VL,268,268
y7,28,V,L,VL,183,183
y7,29,V,L,VL,181,181
y7,31,V,L,VL,238,238
y7,32,V,L,VL,283,283
y7,33,V,L,VL,NA,NA
y7,34,V,L,VL,273,273
y7,35,V,L,VL,243,243
y7,36,V,L,VL,260,260
y7,37,V,L,VL,245,245
y7,38,V,L,VL,242,242
y7,39,V,L,VL,257,257
y7,41,I,H,IH,207,490
y7,43,I,H,IH,NA,NA
y7,44,I,H,IH,218,218
y7,45,I,H,IH,252,252
y7,48,I,H,IH,184,184
y7,51,I,H,IH,206,362
y7,52,I,H,IH,NA,NA
y7,55,I,H,IH,239,327
y7,58,I,H,IH,187,187
y7,59,I,H,IH,197,441
y7,61,V,H,VH,248,248
y7,63,V,H,VH,NA,NA
y7,64,V,H,VH,169,169
y7,66,V,H,VH,309,309
y7,67,V,H,VH,216,216
y7,68,V,H,VH,306,306
y7,69,V,H,VH,274,274
y7,71,V,H,VH,240,240
y7,73,V,H,VH,NA,NA
y7,75,V,H,VH,NA,NA
y7,76,V,H,VH,178,178
y7,77,V,H,VH,NA,NA
y7,78,V,H,VH,192,192
y7,80,V,H,VH,180,180
y8hq,1,V,L,VL,326,486
y8hq,2,V,L,VL,164,502
y8hq,3,V,L,VL,NA,NA
y8hq,4,V,L,VL,323,323
y8hq,6,V,L,VL,294,294
y8hq,7,V,L,VL,266,266
y8hq,8,V,L,VL,332,877
y8hq,9,V,L,VL,491,491
y8hq,10,V,L,VL,372,372
y8hq,11,V,L,VL,154,154
y8hq,12,V,L,VL,NA,NA
y8hq,13,V,L,VL,NA,NA
y8hq,14,V,L,VL,NA,NA
y8hq,16,V,L,VL,166,424
y8hq,17,V,L,VL,236,236
y8hq,18,V,L,VL,308,308
y8hq,19,V,L,VL,378,378
y8hq,20,V,L,VL,424,424
y8hq,21,I,H,IH,261,261
y8hq,22,I,H,IH,366,366
y8hq,24,I,H,IH,296,296
y8hq,25,I,H,IH,198,198
y8hq,26,I,H,IH,NA,NA
y8hq,27,I,H,IH,308,308
y8hq,28,I,H,IH,263,263
y8hq,29,I,H,IH,263,681
y8hq,30,I,H,IH,NA,NA
y8hq,31,I,H,IH,204,204
y8hq,32,I,H,IH,332,332
y8hq,33,I,H,IH,262,262
y8hq,34,I,H,IH,323,621
y8hq,35,I,H,IH,NA,NA
y8hq,36,I,H,IH,193,193
y8hq,37,I,H,IH,298,422
y8hq,38,I,H,IH,366,366
y8hq,39,I,H,IH,358,358
y8hq,40,I,H,IH,258,429
y8hq,41,V,H,VH,239,239
y8hq,42,V,H,VH,273,273
y8hq,43,V,H,VH,220,220
y8hq,44,V,H,VH,293,293
y8hq,45,V,H,VH,460,460
y8hq,46,V,H,VH,NA,NA
y8hq,47,V,H,VH,221,221
y8hq,48,V,H,VH,105,105
y8hq,49,V,H,VH,NA,NA
y8hq,50,V,H,VH,271,271
y8hq,51,V,H,VH,158,158
y8hq,52,V,H,VH,380,380
y8hq,53,V,H,VH,NA,NA
y8hq,54,V,H,VH,213,213
y8hq,55,V,H,VH,NA,NA
y8hq,56,V,H,VH,176,176
y8hq,57,V,H,VH,268,268
y8hq,58,V,H,VH,NA,NA
y8hq,59,V,H,VH,NA,NA
y8hq,60,V,H,VH,228,228
y8hq,61,I,L,IL,NA,NA
y8hq,62,I,L,IL,212,212
y8hq,63,I,L,IL,300,300
y8hq,65,I,L,IL,320,320
y8hq,66,I,L,IL,NA,NA
y8hq,67,I,L,IL,NA,NA
y8hq,68,I,L,IL,363,363
y8hq,69,I,L,IL,292,457
y8hq,70,I,L,IL,299,469
y8hq,71,I,L,IL,250,514
y8hq,72,I,L,IL,180,180
y8hq,73,I,L,IL,NA,NA
y8hq,74,I,L,IL,NA,NA
y8hq,75,I,L,IL,204,204
y8hq,76,I,L,IL,352,352
y8hq,77,I,L,IL,365,365
y8hq,78,I,L,IL,375,375
y8hq,79,I,L,IL,544,544
y8hq,80,I,L,IL,500,500
y9,3,I,H,IH,NA,NA
y9,4,I,H,IH,NA,NA
y9,5,I,H,IH,396,396
y9,6,I,H,IH,156,156
y9,7,I,H,IH,185,185
y9,8,I,H,IH,142,142
y9,10,I,H,IH,390,390
y9,12,I,H,IH,159,159
y9,13,I,H,IH,NA,NA
y9,14,I,H,IH,166,166
y9,15,I,H,IH,283,283
y9,17,I,H,IH,347,347
y9,18,I,H,IH,307,307
y9,19,I,H,IH,152,152
y9,20,I,H,IH,153,153
y9,21,V,H,VH,NA,NA
y9,22,V,H,VH,198,198
y9,23,V,H,VH,141,141
y9,24,V,H,VH,182,182
y9,25,V,H,VH,257,257
y9,26,V,H,VH,150,150
y9,27,V,H,VH,254,254
y9,28,V,H,VH,NA,NA
y9,29,V,H,VH,NA,NA
y9,30,V,H,VH,129,129
y9,32,V,H,VH,NA,NA
y9,33,V,H,VH,NA,NA
y9,34,V,H,VH,NA,NA
y9,37,V,H,VH,NA,NA
y9,38,V,H,VH,147,147
y9,39,V,H,VH,181,181
y9,41,I,L,IL,162,162
y9,42,I,L,IL,258,258
y9,43,I,L,IL,NA,NA
y9,45,I,L,IL,NA,NA
y9,46,I,L,IL,85,85
y9,48,I,L,IL,211,211
y9,51,I,L,IL,214,481
y9,52,I,L,IL,266,266
y9,53,I,L,IL,194,194
y9,54,I,L,IL,172,172
y9,55,I,L,IL,332,332
y9,56,I,L,IL,284,284
y9,57,I,L,IL,NA,NA
y9,58,I,L,IL,187,187
y9,59,I,L,IL,NA,NA
y9,60,I,L,IL,167,167
y9,62,V,L,VL,223,223
y9,63,V,L,VL,NA,NA
y9,64,V,L,VL,249,249
y9,65,V,L,VL,NA,NA
y9,66,V,L,VL,163,163
y9,67,V,L,VL,NA,NA
y9,68,V,L,VL,166,166
y9,69,V,L,VL,147,147
y9,70,V,L,VL,NA,NA
y9,71,V,L,VL,NA,NA
y9,72,V,L,VL,279,279
y9,73,V,L,VL,NA,NA
y9,74,V,L,VL,324,324
y9,75,V,L,VL,NA,NA
y9,76,V,L,VL,NA,NA
y9,78,V,L,VL,229,229
y9,79,V,L,VL,NA,NA
y9,80,V,L,VL,NA,NA
yhyl,1,V,H,VH,162,162
yhyl,4,V,H,VH,NA,NA
yhyl,5,V,H,VH,NA,NA
yhyl,6,V,H,VH,NA,NA
yhyl,8,V,H,VH,NA,NA
yhyl,10,V,H,VH,223,223
yhyl,12,V,H,VH,298,298
yhyl,13,V,H,VH,233,233
yhyl,14,V,H,VH,253,253
yhyl,15,V,H,VH,NA,NA
yhyl,16,V,H,VH,NA,NA
yhyl,18,V,H,VH,194,194
yhyl,20,V,H,VH,NA,NA
yhyl,21,I,L,IL,228,228
yhyl,23,I,L,IL,283,283
yhyl,24,I,L,IL,154,154
yhyl,25,I,L,IL,193,193
yhyl,26,I,L,IL,118,118
yhyl,27,I,L,IL,NA,NA
yhyl,28,I,L,IL,193,193
yhyl,29,I,L,IL,NA,NA
yhyl,30,I,L,IL,180,467
yhyl,32,I,L,IL,NA,NA
yhyl,37,I,L,IL,237,237
yhyl,38,I,L,IL,278,278
yhyl,39,I,L,IL,212,212
yhyl,40,I,L,IL,446,446
yhyl,41,V,L,VL,87,87
yhyl,42,V,L,VL,404,404
yhyl,43,V,L,VL,194,194
yhyl,44,V,L,VL,193,193
yhyl,45,V,L,VL,NA,NA
yhyl,46,V,L,VL,NA,NA
yhyl,47,V,L,VL,NA,NA
yhyl,48,V,L,VL,230,230
yhyl,49,V,L,VL,NA,NA
yhyl,50,V,L,VL,495,495
yhyl,51,V,L,VL,NA,NA
yhyl,52,V,L,VL,NA,NA
yhyl,53,V,L,VL,174,174
yhyl,56,V,L,VL,326,326
yhyl,58,V,L,VL,NA,NA
yhyl,60,V,L,VL,154,154
yhyl,63,I,H,IH,NA,NA
yhyl,64,I,H,IH,277,277
yhyl,66,I,H,IH,330,330
yhyl,68,I,H,IH,NA,NA
yhyl,69,I,H,IH,NA,NA
yhyl,70,I,H,IH,NA,NA
yhyl,72,I,H,IH,178,178
yhyl,74,I,H,IH,196,196
yhyl,75,I,H,IH,365,365
yhyl,76,I,H,IH,345,345
yhyl,79,I,H,IH,263,263
yhyl,80,I,H,IH,489,701
